Date,Year,WW,Month,Rainfall_mm,Highest_30Min_Rainfall_mm,Highest_60Min_Rainfall_mm,Highest_120Min_Rainfall_mm,Mean_Temperature_C,Max_Temperature_C,Min_Temperature_C,Mean_WindSpeed_kmh,Max_WindSpeed_kmh,LocationId
7/3/2016,2016,28,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
7/4/2016,2016,28,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
7/5/2016,2016,28,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
7/6/2016,2016,28,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/7/2016,2016,28,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/8/2016,2016,28,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/9/2016,2016,28,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/10/2016,2016,29,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/11/2016,2016,29,7,14,12.5,13.5,13.5,NULL,NULL,NULL,NULL,NULL,10
7/12/2016,2016,29,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
7/13/2016,2016,29,7,21,20.5,21,21,NULL,NULL,NULL,NULL,NULL,10
7/14/2016,2016,29,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/15/2016,2016,29,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/16/2016,2016,29,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/17/2016,2016,30,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/18/2016,2016,30,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/19/2016,2016,30,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/20/2016,2016,30,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/21/2016,2016,30,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/22/2016,2016,30,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/23/2016,2016,30,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/24/2016,2016,31,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/25/2016,2016,31,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/26/2016,2016,31,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/27/2016,2016,31,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/28/2016,2016,31,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/29/2016,2016,31,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/30/2016,2016,31,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
7/31/2016,2016,32,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
8/1/2016,2016,32,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
8/2/2016,2016,32,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
8/3/2016,2016,32,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
8/4/2016,2016,32,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
8/5/2016,2016,32,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
8/6/2016,2016,32,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
8/7/2016,2016,33,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
8/8/2016,2016,33,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
8/9/2016,2016,33,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
8/10/2016,2016,33,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
8/11/2016,2016,33,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
8/12/2016,2016,33,8,10,10,10,10,NULL,NULL,NULL,NULL,NULL,10
8/13/2016,2016,33,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
8/14/2016,2016,34,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
8/15/2016,2016,34,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
8/16/2016,2016,34,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
8/17/2016,2016,34,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
8/18/2016,2016,34,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
8/19/2016,2016,34,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
8/20/2016,2016,34,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
8/21/2016,2016,35,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
8/22/2016,2016,35,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
8/23/2016,2016,35,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
8/24/2016,2016,35,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
8/25/2016,2016,35,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
8/26/2016,2016,35,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
8/27/2016,2016,35,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
8/28/2016,2016,36,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
8/29/2016,2016,36,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,10
8/30/2016,2016,36,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
8/31/2016,2016,36,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
1/1/2016,2016,1,1,2,0.6,0.6,0.8,NULL,NULL,NULL,NULL,NULL,11
1/2/2016,2016,1,1,29,10.4,17.2,26.4,NULL,NULL,NULL,NULL,NULL,11
1/3/2016,2016,2,1,2.6,0.6,1.2,1.6,NULL,NULL,NULL,NULL,NULL,11
1/4/2016,2016,2,1,6,4.8,5.6,5.6,NULL,NULL,NULL,NULL,NULL,11
1/5/2016,2016,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11
1/6/2016,2016,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11
1/7/2016,2016,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11
1/8/2016,2016,2,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
1/9/2016,2016,2,1,8.6,5.8,8.6,8.6,NULL,NULL,NULL,NULL,NULL,11
1/10/2016,2016,3,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
1/11/2016,2016,3,1,1.2,1.2,1.2,1.2,NULL,NULL,NULL,NULL,NULL,11
1/12/2016,2016,3,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
1/13/2016,2016,3,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
1/14/2016,2016,3,1,3.6,3.6,3.6,3.6,NULL,NULL,NULL,NULL,NULL,11
1/15/2016,2016,3,1,16,7,11,16,NULL,NULL,NULL,NULL,NULL,11
1/16/2016,2016,3,1,22,15.6,17.6,21.8,NULL,NULL,NULL,NULL,NULL,11
1/17/2016,2016,4,1,8,6,6.8,6.8,NULL,NULL,NULL,NULL,NULL,11
1/18/2016,2016,4,1,1.2,0.8,1,1,NULL,NULL,NULL,NULL,NULL,11
1/19/2016,2016,4,1,5.4,5.2,5.2,5.2,NULL,NULL,NULL,NULL,NULL,11
1/20/2016,2016,4,1,2.8,2.4,2.6,2.6,NULL,NULL,NULL,NULL,NULL,11
1/21/2016,2016,4,1,0.6,0.4,0.4,0.6,NULL,NULL,NULL,NULL,NULL,11
1/22/2016,2016,4,1,14.4,7.6,9.2,9.4,NULL,NULL,NULL,NULL,NULL,11
1/23/2016,2016,4,1,5.2,4,5,5,NULL,NULL,NULL,NULL,NULL,11
1/24/2016,2016,5,1,1.8,1.8,1.8,1.8,NULL,NULL,NULL,NULL,NULL,11
1/25/2016,2016,5,1,7,3.2,4.4,4.4,NULL,NULL,NULL,NULL,NULL,11
1/26/2016,2016,5,1,3.6,1.6,1.6,2.4,NULL,NULL,NULL,NULL,NULL,11
1/27/2016,2016,5,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
1/28/2016,2016,5,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
1/29/2016,2016,5,1,2.6,2,2.2,2.4,NULL,NULL,NULL,NULL,NULL,11
1/30/2016,2016,5,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
1/31/2016,2016,6,1,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,11
2/1/2016,2016,6,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
2/2/2016,2016,6,2,4,3.6,3.8,4,NULL,NULL,NULL,NULL,NULL,11
2/3/2016,2016,6,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
2/4/2016,2016,6,2,6.4,3.4,4,4,NULL,NULL,NULL,NULL,NULL,11
2/5/2016,2016,6,2,5,3.6,4,4.8,NULL,NULL,NULL,NULL,NULL,11
2/6/2016,2016,6,2,16.2,6.8,10.2,10.2,NULL,NULL,NULL,NULL,NULL,11
2/7/2016,2016,7,2,25.2,16.6,17.6,18,NULL,NULL,NULL,NULL,NULL,11
2/8/2016,2016,7,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
2/9/2016,2016,7,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
2/10/2016,2016,7,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
2/11/2016,2016,7,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
2/12/2016,2016,7,2,10.4,9,9.4,10,NULL,NULL,NULL,NULL,NULL,11
2/13/2016,2016,7,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
2/14/2016,2016,8,2,27,20.2,21.8,23,NULL,NULL,NULL,NULL,NULL,11
2/15/2016,2016,8,2,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,11
2/16/2016,2016,8,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
2/17/2016,2016,8,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
2/18/2016,2016,8,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
2/19/2016,2016,8,2,88.8,20.2,28,41.8,NULL,NULL,NULL,NULL,NULL,11
2/20/2016,2016,8,2,5.8,3.2,4,4.2,NULL,NULL,NULL,NULL,NULL,11
2/21/2016,2016,9,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
2/22/2016,2016,9,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
2/23/2016,2016,9,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
2/24/2016,2016,9,2,12.8,5.2,7,9,NULL,NULL,NULL,NULL,NULL,11
2/25/2016,2016,9,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
2/26/2016,2016,9,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
2/27/2016,2016,9,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
2/28/2016,2016,10,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
2/29/2016,2016,10,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/1/2016,2016,10,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/2/2016,2016,10,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/3/2016,2016,10,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/4/2016,2016,10,3,0.8,0.6,0.6,0.6,NULL,NULL,NULL,NULL,NULL,11
3/5/2016,2016,10,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/6/2016,2016,11,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/7/2016,2016,11,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/8/2016,2016,11,3,32,18.6,26.6,31.2,NULL,NULL,NULL,NULL,NULL,11
3/9/2016,2016,11,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/10/2016,2016,11,3,4,4,4,4,NULL,NULL,NULL,NULL,NULL,11
3/11/2016,2016,11,3,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,11
3/12/2016,2016,11,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/13/2016,2016,12,3,21.8,9.8,13.2,20.2,NULL,NULL,NULL,NULL,NULL,11
3/14/2016,2016,12,3,1.4,1.2,1.2,1.2,NULL,NULL,NULL,NULL,NULL,11
3/15/2016,2016,12,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/16/2016,2016,12,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/17/2016,2016,12,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/18/2016,2016,12,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/19/2016,2016,12,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/20/2016,2016,13,3,13.4,10.8,13.2,13.2,NULL,NULL,NULL,NULL,NULL,11
3/21/2016,2016,13,3,0.6,0.4,0.6,0.6,NULL,NULL,NULL,NULL,NULL,11
3/22/2016,2016,13,3,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,11
3/23/2016,2016,13,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/24/2016,2016,13,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/25/2016,2016,13,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/26/2016,2016,13,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/27/2016,2016,14,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/28/2016,2016,14,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/29/2016,2016,14,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/30/2016,2016,14,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
3/31/2016,2016,14,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
4/1/2016,2016,14,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
4/2/2016,2016,14,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
4/3/2016,2016,15,4,2.4,2,2,2.4,NULL,NULL,NULL,NULL,NULL,11
4/4/2016,2016,15,4,6.8,6.8,6.8,6.8,NULL,NULL,NULL,NULL,NULL,11
4/5/2016,2016,15,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
4/6/2016,2016,15,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
4/7/2016,2016,15,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
4/8/2016,2016,15,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
4/9/2016,2016,15,4,61,27,32.4,51.8,NULL,NULL,NULL,NULL,NULL,11
4/10/2016,2016,16,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
4/11/2016,2016,16,4,2,1.8,2,2,NULL,NULL,NULL,NULL,NULL,11
4/12/2016,2016,16,4,3.2,3,3.2,3.2,NULL,NULL,NULL,NULL,NULL,11
4/13/2016,2016,16,4,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,11
4/14/2016,2016,16,4,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,11
4/15/2016,2016,16,4,1.8,1,1.2,1.2,NULL,NULL,NULL,NULL,NULL,11
4/16/2016,2016,16,4,24.6,20.8,24.6,24.6,NULL,NULL,NULL,NULL,NULL,11
4/17/2016,2016,17,4,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,11
4/18/2016,2016,17,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
4/19/2016,2016,17,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
4/20/2016,2016,17,4,13,13,13,13,NULL,NULL,NULL,NULL,NULL,11
4/21/2016,2016,17,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
4/22/2016,2016,17,4,16.2,7.8,13.4,16.2,NULL,NULL,NULL,NULL,NULL,11
4/23/2016,2016,17,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
4/24/2016,2016,18,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
4/25/2016,2016,18,4,13.6,10.6,10.6,10.6,NULL,NULL,NULL,NULL,NULL,11
4/26/2016,2016,18,4,0.8,0.4,0.6,0.6,NULL,NULL,NULL,NULL,NULL,11
4/27/2016,2016,18,4,1.8,1,1.4,1.6,NULL,NULL,NULL,NULL,NULL,11
4/28/2016,2016,18,4,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,11
4/29/2016,2016,18,4,23.6,17,23.6,23.6,NULL,NULL,NULL,NULL,NULL,11
4/30/2016,2016,18,4,4.6,4.6,4.6,4.6,NULL,NULL,NULL,NULL,NULL,11
5/1/2016,2016,19,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
5/2/2016,2016,19,5,3.8,3.8,3.8,3.8,NULL,NULL,NULL,NULL,NULL,11
5/3/2016,2016,19,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
5/4/2016,2016,19,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
5/5/2016,2016,19,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
5/6/2016,2016,19,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
5/7/2016,2016,19,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
5/8/2016,2016,20,5,2,1.5,1.5,2,NULL,NULL,NULL,NULL,NULL,11
5/9/2016,2016,20,5,52,46.5,52,52,NULL,NULL,NULL,NULL,NULL,11
5/10/2016,2016,20,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
5/11/2016,2016,20,5,65,43.5,58,64,NULL,NULL,NULL,NULL,NULL,11
5/12/2016,2016,20,5,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,11
5/13/2016,2016,20,5,2.2,1.8,2.2,2.2,NULL,NULL,NULL,NULL,NULL,11
5/14/2016,2016,20,5,21,19.4,19.6,20.2,NULL,NULL,NULL,NULL,NULL,11
5/15/2016,2016,21,5,13,11.4,11.4,12.4,NULL,NULL,NULL,NULL,NULL,11
5/16/2016,2016,21,5,32.2,27.6,29.8,31.8,NULL,NULL,NULL,NULL,NULL,11
5/17/2016,2016,21,5,24.2,19.2,24,24,NULL,NULL,NULL,NULL,NULL,11
5/18/2016,2016,21,5,4.2,3,3.2,3.2,NULL,NULL,NULL,NULL,NULL,11
5/19/2016,2016,21,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
5/20/2016,2016,21,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
5/21/2016,2016,21,5,18.2,15.2,17.8,17.8,NULL,NULL,NULL,NULL,NULL,11
5/22/2016,2016,22,5,30.6,18,25.2,29.2,NULL,NULL,NULL,NULL,NULL,11
5/23/2016,2016,22,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
5/24/2016,2016,22,5,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,11
5/25/2016,2016,22,5,0.4,0.4,0.4,0.4,NULL,NULL,NULL,NULL,NULL,11
5/26/2016,2016,22,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
5/27/2016,2016,22,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
5/28/2016,2016,22,5,15.4,6,7.8,11.6,NULL,NULL,NULL,NULL,NULL,11
5/29/2016,2016,23,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
5/30/2016,2016,23,5,0.6,0.4,0.6,0.6,NULL,NULL,NULL,NULL,NULL,11
5/31/2016,2016,23,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
6/1/2016,2016,23,6,7.8,4.8,6,6,NULL,NULL,NULL,NULL,NULL,11
6/2/2016,2016,23,6,1.8,1.8,1.8,1.8,NULL,NULL,NULL,NULL,NULL,11
6/3/2016,2016,23,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
6/4/2016,2016,23,6,1.8,0.4,0.6,0.6,NULL,NULL,NULL,NULL,NULL,11
6/5/2016,2016,24,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
6/6/2016,2016,24,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
6/7/2016,2016,24,6,3.4,3.4,3.4,3.4,NULL,NULL,NULL,NULL,NULL,11
6/8/2016,2016,24,6,5,2,2.4,4.8,NULL,NULL,NULL,NULL,NULL,11
6/9/2016,2016,24,6,32.8,22,28.6,28.8,NULL,NULL,NULL,NULL,NULL,11
6/10/2016,2016,24,6,13.2,12.4,13.2,13.2,NULL,NULL,NULL,NULL,NULL,11
6/11/2016,2016,24,6,2.4,0.8,1.4,2.2,NULL,NULL,NULL,NULL,NULL,11
6/12/2016,2016,25,6,0.4,0.4,0.4,0.4,NULL,NULL,NULL,NULL,NULL,11
6/13/2016,2016,25,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
6/14/2016,2016,25,6,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,11
6/15/2016,2016,25,6,30.2,21.4,29.4,30.2,NULL,NULL,NULL,NULL,NULL,11
6/16/2016,2016,25,6,1.8,1.4,1.4,1.4,NULL,NULL,NULL,NULL,NULL,11
6/17/2016,2016,25,6,7.2,1.6,2.2,3.2,NULL,NULL,NULL,NULL,NULL,11
6/18/2016,2016,25,6,0.4,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,11
6/19/2016,2016,26,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
6/20/2016,2016,26,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
6/21/2016,2016,26,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
6/22/2016,2016,26,6,2.6,1,1.2,1.2,NULL,NULL,NULL,NULL,NULL,11
6/23/2016,2016,26,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
6/24/2016,2016,26,6,45.4,15.8,26,37.4,NULL,NULL,NULL,NULL,NULL,11
6/25/2016,2016,26,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
6/26/2016,2016,27,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
6/27/2016,2016,27,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
6/28/2016,2016,27,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
6/29/2016,2016,27,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
6/30/2016,2016,27,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
7/1/2016,2016,27,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
7/2/2016,2016,27,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
7/3/2016,2016,28,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
7/4/2016,2016,28,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
7/5/2016,2016,28,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
7/6/2016,2016,28,7,9.2,7.8,9.2,9.2,NULL,NULL,NULL,NULL,NULL,11
7/7/2016,2016,28,7,4.2,4.2,4.2,4.2,NULL,NULL,NULL,NULL,NULL,11
7/8/2016,2016,28,7,31,14.8,25.8,31,NULL,NULL,NULL,NULL,NULL,11
7/9/2016,2016,28,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
7/10/2016,2016,29,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
7/11/2016,2016,29,7,18,11.8,16.8,17,NULL,NULL,NULL,NULL,NULL,11
7/12/2016,2016,29,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
7/13/2016,2016,29,7,11.8,11,11.8,11.8,NULL,NULL,NULL,NULL,NULL,11
7/14/2016,2016,29,7,0.4,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,11
7/15/2016,2016,29,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
7/16/2016,2016,29,7,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,11
7/17/2016,2016,30,7,20.2,11,20.2,20.2,NULL,NULL,NULL,NULL,NULL,11
7/18/2016,2016,30,7,14.6,13,14,14.2,NULL,NULL,NULL,NULL,NULL,11
7/19/2016,2016,30,7,2,1.2,1.6,2,NULL,NULL,NULL,NULL,NULL,11
7/20/2016,2016,30,7,27.8,8.2,10.6,17.4,NULL,NULL,NULL,NULL,NULL,11
7/21/2016,2016,30,7,36.8,13.6,19.2,21.6,NULL,NULL,NULL,NULL,NULL,11
7/22/2016,2016,30,7,4.6,1.4,2,2.6,NULL,NULL,NULL,NULL,NULL,11
7/23/2016,2016,30,7,2.4,1.8,1.8,1.8,NULL,NULL,NULL,NULL,NULL,11
7/24/2016,2016,31,7,6.2,4.6,5.2,5.2,NULL,NULL,NULL,NULL,NULL,11
7/25/2016,2016,31,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
7/26/2016,2016,31,7,6.2,3.6,3.6,3.6,NULL,NULL,NULL,NULL,NULL,11
7/27/2016,2016,31,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
7/28/2016,2016,31,7,2.8,2,2.2,2.8,NULL,NULL,NULL,NULL,NULL,11
7/29/2016,2016,31,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
7/30/2016,2016,31,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
7/31/2016,2016,32,7,6.2,5.4,6.2,6.2,NULL,NULL,NULL,NULL,NULL,11
8/1/2016,2016,32,8,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,11
8/2/2016,2016,32,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
8/3/2016,2016,32,8,12.4,9.8,10.8,11.8,NULL,NULL,NULL,NULL,NULL,11
8/4/2016,2016,32,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
8/5/2016,2016,32,8,0.8,0.6,0.8,0.8,NULL,NULL,NULL,NULL,NULL,11
8/6/2016,2016,32,8,22.6,10.8,17.2,22.6,NULL,NULL,NULL,NULL,NULL,11
8/7/2016,2016,33,8,0.2,0.2,0.2,0.2,NULL,NULL,NULL,NULL,NULL,11
8/8/2016,2016,33,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
8/9/2016,2016,33,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
8/10/2016,2016,33,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
8/11/2016,2016,33,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
8/12/2016,2016,33,8,14.8,14.6,14.6,14.8,NULL,NULL,NULL,NULL,NULL,11
8/13/2016,2016,33,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
8/14/2016,2016,34,8,3.8,3.8,3.8,3.8,NULL,NULL,NULL,NULL,NULL,11
8/15/2016,2016,34,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
8/16/2016,2016,34,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
8/17/2016,2016,34,8,0,0,0,0,NULL,NULL,NULL,NULL,NULL,11
