
SGT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2011-1-13,31,27,24,24,23,22,94,81,62,1011,1008,1006,10,9,7,23,8,,0.00,6,,15<br />
2011-1-14,30,28,25,25,24,23,94,89,70,1011,1009,1007,10,9,7,14,6,,0.00,6,Rain-Thunderstorm,15<br />
2011-1-15,30,28,25,24,24,23,94,86,70,1012,1010,1008,10,10,8,19,6,,0.00,6,Rain,22<br />
2011-1-16,30,28,26,24,23,22,89,78,66,1011,1010,1008,10,10,8,23,13,,0.00,6,,25<br />
2011-1-17,29,26,23,24,23,22,100,86,74,1012,1010,1008,10,9,1,21,11,,0.00,5,Rain,21<br />
2011-1-18,30,27,24,24,23,21,94,81,62,1012,1010,1008,10,9,7,23,10,34,0.00,6,,23<br />
2011-1-19,30,27,24,23,22,21,89,75,58,1011,1009,1007,10,10,10,23,11,,0.00,6,,29<br />
2011-1-20,31,27,24,23,22,21,89,77,62,1010,1009,1006,10,10,9,21,11,,0.00,6,Rain,20<br />
2011-1-21,30,27,24,23,22,20,89,76,55,1011,1009,1007,10,10,8,21,10,,0.00,6,,21<br />
2011-1-22,31,27,24,24,23,21,94,78,58,1012,1009,1007,10,10,10,19,10,,0.00,6,,27<br />
2011-1-23,31,28,25,24,23,23,94,79,66,1012,1010,1008,10,10,8,26,11,,0.00,6,,28<br />
2011-1-24,32,28,25,25,24,22,94,80,58,1012,1010,1007,10,10,9,24,11,29,0.00,6,,22<br />
2011-1-25,30,28,25,25,24,22,94,86,66,1012,1010,1007,10,10,1,26,10,,0.00,5,Rain,16<br />
2011-1-26,29,27,24,26,24,24,100,92,79,1012,1010,1008,10,8,1,27,10,50,0.00,4,Rain-Thunderstorm,20<br />
2011-1-27,30,28,25,25,24,23,100,86,70,1012,1010,1007,10,10,8,26,13,47,0.00,6,Rain-Thunderstorm,30<br />
2011-1-28,28,27,25,26,24,24,100,89,79,1012,1009,1006,10,9,2,26,13,35,0.00,5,Rain,32<br />
2011-1-29,28,27,24,25,24,23,100,92,79,1011,1009,1008,10,8,1,27,11,,0.00,6,Rain,23<br />
2011-1-30,25,23,22,24,23,22,100,99,94,1013,1010,1008,9,5,1,21,6,,0.00,7,Rain-Thunderstorm,352<br />
2011-1-31,25,24,23,24,24,22,100,98,89,1013,1010,1008,10,7,1,16,8,,0.00,7,Rain-Thunderstorm,360<br />
2011-2-1,28,26,24,25,24,23,100,89,74,1012,1010,1008,10,9,5,26,8,,0.00,5,Rain,14<br />
2011-2-2,30,27,24,25,23,23,100,85,70,1012,1010,1007,10,9,6,23,10,,0.00,6,Rain,13<br />
2011-2-3,30,28,25,25,24,23,94,86,70,1012,1010,1008,10,9,6,24,10,,0.00,5,Rain,12<br />
2011-2-4,30,27,24,24,23,22,94,82,62,1012,1011,1008,10,10,10,23,10,,0.00,6,,18<br />
2011-2-5,30,27,24,24,23,23,94,82,66,1012,1010,1008,10,10,8,23,11,,0.00,6,,23<br />
2011-2-6,30,27,24,23,23,22,94,81,62,1011,1010,1007,10,10,8,23,13,,0.00,6,,25<br />
2011-2-7,30,27,24,23,23,22,94,81,62,1011,1009,1007,10,9,7,21,10,,0.00,6,,22<br />
2011-2-8,31,27,24,24,23,22,94,82,62,1010,1007,1004,10,10,8,16,10,,0.00,6,Rain,32<br />
2011-2-9,31,27,24,24,23,22,100,83,62,1008,1006,1004,10,9,4,14,8,,0.00,6,,36<br />
2011-2-10,33,29,25,26,24,23,94,83,55,1009,1007,1005,10,9,6,21,10,,0.00,6,,44<br />
2011-2-11,32,28,25,25,24,22,94,83,62,1010,1008,1006,10,9,6,21,11,32,0.00,6,Rain-Thunderstorm,33<br />
2011-2-12,33,29,25,25,24,23,94,81,59,1010,1009,1006,10,10,10,24,11,,0.00,6,,36<br />
2011-2-13,32,28,25,25,24,22,94,80,58,1011,1008,1006,10,10,7,27,13,,0.00,6,,28<br />
2011-2-14,32,28,25,24,23,22,94,77,55,1011,1008,1006,10,10,10,23,14,,0.00,6,,31<br />
2011-2-15,32,28,25,25,24,23,94,81,62,1012,1010,1008,10,10,10,24,10,,0.00,6,,25<br />
2011-2-16,32,29,26,25,24,23,94,82,62,1013,1011,1009,10,10,10,26,11,,0.00,5,,25<br />
2011-2-17,33,29,25,25,24,22,94,78,52,1012,1010,1007,10,10,8,23,10,37,0.00,6,,14<br />
2011-2-18,32,28,25,25,24,23,94,81,59,1011,1009,1007,10,10,10,19,10,,0.00,5,Thunderstorm,13<br />
2011-2-19,32,28,25,26,24,23,100,84,62,1012,1010,1008,10,10,8,16,8,,0.00,5,Rain-Thunderstorm,8<br />
2011-2-20,30,28,26,25,24,22,94,82,62,1013,1011,1009,10,10,10,11,6,,0.00,6,,359<br />
2011-2-21,34,29,25,24,22,18,94,71,38,1012,1010,1007,10,10,10,16,10,,0.00,6,,4<br />
2011-2-22,32,28,25,25,23,23,89,79,62,1011,1009,1007,10,10,10,21,10,34,0.00,5,Rain-Thunderstorm,16<br />
2011-2-23,33,29,26,25,24,24,94,82,59,1011,1010,1007,10,10,10,21,11,,0.00,6,Rain-Thunderstorm,23<br />
2011-2-24,32,28,25,25,24,23,94,82,59,1011,1009,1006,10,10,4,23,13,,0.00,6,Rain-Thunderstorm,24<br />
2011-2-25,32,28,25,25,24,23,94,79,59,1010,1008,1005,10,10,9,26,11,,0.00,6,Rain,23<br />
2011-2-26,32,28,25,25,24,23,94,79,59,1010,1008,1005,10,10,10,26,13,,0.00,6,,24<br />
2011-2-27,31,28,26,25,23,21,94,78,62,1011,1009,1006,10,10,10,24,13,,0.00,6,Rain,18<br />
2011-2-28,31,27,24,23,22,22,89,77,58,1011,1009,1007,10,10,10,21,8,,0.00,6,,11<br />
2011-3-1,31,28,25,24,23,22,89,79,62,1011,1009,1007,10,10,9,16,6,,0.00,6,,27<br />
2011-3-2,32,28,25,25,24,23,94,81,62,1011,1009,1006,10,10,8,19,8,,0.00,5,Thunderstorm,43<br />
2011-3-3,32,29,26,25,24,23,94,83,59,1011,1009,1006,10,9,4,19,11,,0.00,6,Rain-Thunderstorm,25<br />
2011-3-4,32,28,25,25,24,24,100,88,62,1011,1009,1006,10,9,4,16,8,,0.00,6,Rain-Thunderstorm,21<br />
2011-3-5,33,29,25,25,24,23,100,83,59,1010,1008,1006,10,9,5,21,10,,0.00,6,Rain-Thunderstorm,31<br />
2011-3-6,32,28,25,26,25,23,100,88,66,1011,1009,1007,10,9,3,16,6,,0.00,6,Rain-Thunderstorm,21<br />
2011-3-7,32,28,25,25,24,23,100,84,62,1011,1009,1006,10,9,7,21,5,39,0.00,6,Rain-Thunderstorm,330<br />
2011-3-8,31,27,23,26,24,22,100,89,70,1011,1009,1007,10,9,1,16,5,,0.00,5,Rain-Thunderstorm,2<br />
2011-3-9,31,28,25,26,24,23,100,88,66,1011,1010,1008,10,10,6,23,6,,0.00,5,Rain-Thunderstorm,13<br />
2011-3-10,29,27,24,25,24,23,100,91,70,1012,1010,1008,10,9,4,19,6,,0.00,6,Rain,6<br />
2011-3-11,27,24,23,25,23,23,100,91,83,1011,1009,1006,10,8,3,11,6,,0.00,6,Rain,5<br />
2011-3-12,31,27,24,25,24,23,94,85,70,1011,1009,1006,10,10,10,19,8,,0.00,6,,13<br />
2011-3-13,31,27,24,26,24,22,100,83,62,1011,1009,1005,10,9,1,26,10,,0.00,5,Rain-Thunderstorm,33<br />
2011-3-14,30,27,24,25,24,23,100,91,74,1011,1009,1006,10,9,1,19,6,,0.00,6,Rain-Thunderstorm,6<br />
2011-3-15,31,28,25,25,24,24,100,89,66,1011,1008,1006,10,10,8,19,6,,0.00,5,Rain-Thunderstorm,22<br />
2011-3-16,31,28,25,26,24,24,94,86,70,1010,1007,1004,10,10,7,16,6,27,0.00,5,Rain-Thunderstorm,30<br />
2011-3-17,27,24,23,25,24,23,100,92,84,1011,1008,1005,10,9,3,11,5,29,0.00,6,Rain-Thunderstorm,30<br />
2011-3-18,31,28,25,26,25,23,100,87,70,1011,1008,1006,10,9,4,21,6,,0.00,6,,32<br />
2011-3-19,31,27,24,25,25,24,100,92,70,1010,1008,1006,10,9,1,19,6,,0.00,5,Rain-Thunderstorm,30<br />
2011-3-20,30,27,24,25,24,23,100,89,66,1011,1008,1005,10,10,8,19,5,,0.00,5,Rain-Thunderstorm,306<br />
2011-3-21,31,28,25,27,25,24,100,87,70,1011,1008,1006,10,9,5,14,5,,0.00,5,Rain-Thunderstorm,7<br />
2011-3-22,27,26,24,25,24,23,100,93,84,1011,1009,1007,10,9,4,13,5,,0.00,6,Rain-Thunderstorm,293<br />
2011-3-23,33,29,25,26,24,23,100,85,59,1011,1008,1005,10,9,7,13,5,26,0.00,6,Rain-Thunderstorm,344<br />
2011-3-24,33,29,25,25,24,22,94,79,55,1010,1008,1005,10,10,10,14,6,,0.00,6,Rain,359<br />
2011-3-25,34,29,25,26,23,21,94,71,49,1011,1008,1006,10,10,10,14,5,34,0.00,6,,287<br />
2011-3-26,33,29,25,24,23,21,94,70,49,1011,1009,1006,10,10,8,21,6,37,0.00,6,,326<br />
2011-3-27,33,29,25,26,25,23,100,86,55,1010,1008,1006,10,9,1,21,6,,0.00,6,Rain-Thunderstorm,40<br />
2011-3-28,31,28,25,26,26,25,100,91,74,1011,1008,1006,10,9,5,23,10,,0.00,5,Rain-Thunderstorm,38<br />
2011-3-29,32,28,25,26,25,21,100,84,52,1011,1009,1006,10,10,8,13,6,,0.00,6,,35<br />
2011-3-30,34,29,25,25,23,21,94,75,49,1011,1009,1006,10,10,10,21,6,37,0.00,6,Rain,342<br />
2011-3-31,33,29,26,26,25,23,94,84,55,1011,1009,1006,10,10,3,14,6,,0.00,6,Rain-Thunderstorm,19<br />
2011-4-1,32,29,26,26,25,25,94,85,66,1011,1009,1007,10,10,10,16,6,,0.00,6,,35<br />
2011-4-2,32,27,23,26,24,22,94,85,66,1011,1009,1007,10,10,5,16,6,,0.00,5,Rain,15<br />
2011-4-3,32,29,26,26,25,25,94,85,66,1011,1009,1007,10,10,9,16,10,,0.00,6,Rain,26<br />
2011-4-4,32,28,25,27,25,22,94,86,66,1012,1010,1008,10,9,6,21,8,,0.00,5,Rain-Thunderstorm,46<br />
2011-4-5,32,28,24,27,25,23,100,88,70,1012,1010,1008,10,9,0,16,6,,0.00,5,Rain-Thunderstorm,35<br />
2011-4-6,32,29,26,26,25,24,94,83,66,1012,1010,1007,10,9,5,24,11,,0.00,6,Rain-Thunderstorm,30<br />
2011-4-7,32,28,25,25,24,22,94,78,59,1013,1010,1006,10,10,8,23,10,,0.00,6,,18<br />
2011-4-8,32,28,25,25,24,22,94,78,55,1012,1010,1007,10,10,8,24,11,,0.00,6,,19<br />
2011-4-9,32,28,24,26,24,24,100,85,62,1013,1011,1008,10,9,3,14,6,,0.00,5,Rain-Thunderstorm,351<br />
2011-4-10,32,28,25,26,25,24,100,88,66,1013,1011,1008,10,7,1,26,6,,0.00,5,Rain-Thunderstorm,23<br />
2011-4-11,28,27,25,26,25,24,100,89,79,1012,1010,1008,10,9,5,14,8,,0.00,6,Rain-Thunderstorm,17<br />
2011-4-12,32,29,26,25,24,23,94,80,59,1011,1010,1007,10,9,7,23,8,,0.00,6,Rain-Thunderstorm,26<br />
2011-4-13,32,28,25,25,24,23,94,79,62,1013,1010,1007,10,10,10,21,10,,0.00,6,Thunderstorm,28<br />
2011-4-14,32,27,23,25,24,21,100,85,66,1011,1009,1006,10,9,1,21,10,,0.00,6,Rain-Thunderstorm,20<br />
2011-4-15,32,29,26,26,25,24,94,84,66,1011,1008,1005,10,9,6,23,8,,0.00,6,Thunderstorm,41<br />
2011-4-16,30,28,25,26,25,22,94,88,74,1012,1010,1008,10,10,1,14,8,,0.00,6,Rain-Thunderstorm,46<br />
2011-4-17,32,28,25,26,25,24,100,82,62,1012,1009,1006,10,9,4,16,6,,0.00,6,,156<br />
2011-4-18,31,28,25,26,24,23,94,83,66,1012,1009,1005,10,10,7,13,6,32,0.00,5,Rain-Thunderstorm,202<br />
2011-4-19,32,29,26,26,25,23,94,81,59,1010,1008,1005,10,10,8,16,5,,0.00,6,Thunderstorm,229<br />
2011-4-20,31,28,25,27,26,24,100,92,74,1011,1009,1008,10,8,3,11,5,,0.00,6,Rain-Thunderstorm,15<br />
2011-4-21,32,28,25,26,25,24,100,86,62,1012,1010,1007,10,8,5,14,6,,0.00,6,,208<br />
2011-4-22,33,29,26,27,25,24,94,84,66,1011,1008,1006,10,9,5,21,8,,0.00,5,Rain-Thunderstorm,53<br />
2011-4-23,32,29,26,26,25,23,94,82,70,1010,1008,1004,10,10,10,19,10,,0.00,6,Thunderstorm,55<br />
2011-4-24,32,29,27,26,25,24,89,79,62,1010,1008,1005,10,10,7,21,10,,0.00,6,,34<br />
2011-4-25,33,29,26,25,24,23,94,79,59,1010,1008,1006,10,10,10,21,10,,0.00,6,,30<br />
2011-4-26,33,29,26,26,25,22,94,80,55,1010,1008,1005,10,10,6,19,8,,0.00,6,Thunderstorm,45<br />
2011-4-27,31,29,27,26,26,25,94,86,70,1010,1008,1005,10,10,7,23,6,,0.00,6,Rain-Thunderstorm,53<br />
2011-4-28,33,29,26,26,26,24,100,82,62,1008,1006,1004,10,9,5,21,6,,0.00,6,,47<br />
2011-4-29,32,29,26,26,25,24,94,85,62,1009,1007,1005,10,10,7,11,5,,0.00,5,Rain,6<br />
2011-4-30,32,28,25,26,25,24,94,85,66,1010,1008,1006,10,9,5,19,6,,0.00,5,Rain-Thunderstorm,282<br />
2011-5-1,30,28,26,26,25,24,94,88,74,1011,1009,1007,10,10,10,11,5,,0.00,6,Rain,75<br />
2011-5-2,27,26,25,26,24,22,100,90,79,1011,1009,1007,10,10,7,14,5,34,0.00,6,Rain,351<br />
2011-5-3,34,29,25,26,25,24,100,88,56,1010,1008,1005,10,9,1,14,5,,0.00,6,Rain-Thunderstorm,279<br />
2011-5-4,32,28,24,27,26,23,100,92,66,1011,1008,1006,10,7,4,14,5,,0.00,6,Rain-Thunderstorm,336<br />
2011-5-5,33,29,25,26,25,24,100,83,59,1010,1008,1006,10,9,5,19,6,,0.00,6,,16<br />
2011-5-6,34,30,26,27,26,24,100,82,63,1011,1008,1006,10,10,10,14,6,,0.00,6,,72<br />
2011-5-7,34,30,27,28,27,26,100,87,66,1010,1008,1006,10,10,10,19,6,,0.00,6,Thunderstorm,49<br />
2011-5-8,35,31,27,27,26,21,100,77,46,1009,1008,1005,10,10,5,14,6,,0.00,6,,248<br />
2011-5-9,34,31,28,28,26,23,94,79,59,1010,1008,1006,10,10,10,16,10,,0.00,6,,155<br />
2011-5-10,32,28,24,28,26,22,94,85,70,1012,1009,1007,10,10,3,13,8,,0.00,5,Rain-Thunderstorm,166<br />
2011-5-11,33,30,27,27,26,25,94,83,63,1010,1008,1006,10,10,10,14,10,,0.00,6,Rain,125<br />
2011-5-12,31,28,26,28,26,24,94,89,79,1011,1009,1007,10,8,5,21,10,40,0.00,6,Rain-Thunderstorm,105<br />
2011-5-13,33,29,26,27,26,24,100,87,59,1010,1008,1006,10,7,2,13,5,,0.00,6,Rain-Thunderstorm,169<br />
2011-5-14,31,28,25,27,26,23,100,90,75,1011,1009,1007,10,9,3,13,5,,0.00,5,Rain-Thunderstorm,172<br />
2011-5-15,33,29,25,27,26,24,100,84,59,1013,1011,1009,10,10,5,21,6,,0.00,6,,97<br />
2011-5-16,33,30,27,27,26,24,94,86,70,1013,1011,1009,10,10,10,21,6,,0.00,6,Thunderstorm,64<br />
2011-5-17,33,29,26,27,26,23,100,84,55,1012,1010,1007,10,9,7,23,6,,0.00,5,Thunderstorm,44<br />
2011-5-18,33,29,26,27,26,25,94,84,66,1011,1010,1007,10,9,5,23,6,,0.00,6,Thunderstorm,291<br />
2011-5-19,33,29,26,26,26,24,94,81,63,1012,1010,1008,10,9,5,21,6,,0.00,6,Thunderstorm,215<br />
2011-5-20,33,30,27,27,26,24,94,85,63,1011,1009,1007,10,10,6,26,3,,0.00,6,Thunderstorm,214<br />
2011-5-21,31,28,25,26,26,24,100,85,70,1011,1009,1007,10,10,6,14,5,,0.00,6,Rain-Thunderstorm,194<br />
2011-5-22,33,30,27,27,26,25,94,84,66,1010,1009,1006,10,10,8,19,6,,0.00,6,Rain-Thunderstorm,170<br />
2011-5-23,33,29,26,27,26,25,94,81,63,1011,1009,1006,10,10,10,14,6,,0.00,6,,189<br />
2011-5-24,33,29,26,27,26,25,100,83,63,1010,1008,1005,10,10,5,14,8,,0.00,5,Rain-Thunderstorm,163<br />
2011-5-25,31,28,26,28,26,24,94,87,70,1010,1008,1005,10,9,4,13,5,,0.00,6,Rain-Thunderstorm,249<br />
2011-5-26,32,29,27,27,26,25,94,83,66,1009,1007,1005,10,10,9,11,6,,0.00,5,Thunderstorm,243<br />
2011-5-27,31,28,26,27,26,24,100,89,70,1010,1008,1006,10,8,1,14,5,35,0.00,5,Rain-Thunderstorm,293<br />
2011-5-28,32,29,26,27,26,25,100,86,66,1010,1008,1006,10,10,9,11,5,,0.00,5,Thunderstorm,240<br />
2011-5-29,32,29,27,27,26,25,94,87,70,1011,1009,1008,10,10,8,16,5,,0.00,6,Rain-Thunderstorm,207<br />
2011-5-30,32,29,27,27,26,26,100,84,70,1011,1009,1007,10,10,9,19,8,34,0.00,6,,184<br />
2011-5-31,32,28,25,26,26,24,100,87,70,1010,1009,1007,10,10,7,23,8,,0.00,6,Rain-Thunderstorm,163<br />
2011-6-1,32,29,26,28,26,24,100,91,70,1010,1008,1007,10,8,3,16,5,,0.00,6,Rain-Thunderstorm,307<br />
2011-6-2,33,29,25,27,26,25,100,85,63,1010,1009,1007,10,8,3,26,8,,0.00,6,,70<br />
2011-6-3,32,29,27,27,26,24,100,83,70,1011,1009,1006,10,10,8,19,6,,0.00,5,,122<br />
2011-6-4,31,28,25,27,26,24,100,85,66,1010,1008,1006,10,9,1,14,6,,0.00,5,Rain-Thunderstorm,126<br />
2011-6-5,28,26,23,26,25,23,100,92,79,1011,1009,1007,10,8,1,14,6,,0.00,6,Rain-Thunderstorm,244<br />
2011-6-6,29,27,24,26,25,24,100,91,79,1012,1010,1007,10,10,4,13,5,,0.00,6,Rain,267<br />
2011-6-7,33,29,26,27,25,22,100,79,55,1011,1009,1007,10,10,10,13,5,,0.00,5,Rain,222<br />
2011-6-8,33,30,28,27,26,25,89,81,63,1011,1009,1007,10,10,10,24,8,,0.00,6,Thunderstorm,148<br />
2011-6-9,29,27,26,26,25,22,100,89,78,1011,1009,1006,10,9,7,14,6,,0.00,6,Rain-Thunderstorm,179<br />
2011-6-10,32,29,27,27,26,24,94,81,66,1010,1008,1006,10,9,6,19,6,,0.00,5,,196<br />
2011-6-11,31,27,24,27,26,23,100,90,75,1011,1009,1007,10,9,3,11,5,,0.00,6,Rain-Thunderstorm,218<br />
2011-6-12,32,28,25,27,25,23,94,83,70,1011,1009,1007,10,10,10,19,5,,0.00,6,Thunderstorm,121<br />
2011-6-13,32,29,27,26,26,24,94,84,62,1011,1009,1008,10,10,8,19,6,,0.00,5,Rain-Thunderstorm,149<br />
2011-6-14,31,29,27,26,26,24,94,82,66,1011,1010,1008,10,10,9,16,5,,0.00,6,,176<br />
2011-6-15,33,30,27,27,26,24,94,79,63,1012,1010,1008,10,10,10,14,8,,0.00,6,,169<br />
2011-6-16,31,27,24,26,24,22,94,82,66,1012,1010,1008,10,9,4,16,10,32,0.00,6,Rain-Thunderstorm,207<br />
2011-6-17,32,29,27,26,25,24,89,77,62,1012,1010,1007,10,10,10,16,10,,0.00,6,,188<br />
2011-6-18,29,27,24,26,25,23,100,84,74,1011,1009,1007,10,10,3,19,11,,0.00,6,Rain-Thunderstorm,183<br />
2011-6-19,32,29,27,27,26,24,94,82,70,1010,1008,1007,10,10,9,16,10,,0.00,6,Thunderstorm,164<br />
2011-6-20,32,29,27,26,26,25,89,80,66,1010,1008,1006,10,10,10,19,13,,0.00,6,,154<br />
2011-6-21,32,30,28,27,26,25,89,81,66,1010,1008,1006,10,10,10,23,13,,0.00,6,,159<br />
2011-6-22,32,29,26,27,26,24,100,82,66,1010,1007,1005,10,9,3,21,10,,0.00,6,Rain-Thunderstorm,168<br />
2011-6-23,30,27,24,26,25,23,100,87,74,1009,1007,1005,10,10,3,19,8,35,0.00,5,Rain-Thunderstorm,202<br />
2011-6-24,32,29,27,26,25,24,89,80,62,1008,1006,1005,10,10,9,26,8,,0.00,6,Rain-Thunderstorm,186<br />
2011-6-25,30,28,26,27,26,25,94,85,74,1009,1007,1005,10,9,5,34,10,39,0.00,6,Rain,174<br />
2011-6-26,32,29,27,26,25,24,94,79,62,1010,1008,1006,10,10,10,26,13,,0.00,6,,161<br />
2011-6-27,32,29,27,26,25,24,89,79,62,1010,1009,1007,10,10,10,16,8,,0.00,5,,192<br />
2011-6-28,31,29,27,27,26,24,94,83,74,1010,1008,1007,10,10,8,16,8,,0.00,6,Rain,185<br />
2011-6-29,32,29,27,27,26,24,94,82,66,1010,1009,1008,10,10,7,23,10,42,0.00,5,Rain-Thunderstorm,190<br />
2011-6-30,27,24,23,26,24,23,100,93,83,1012,1010,1008,10,9,1,19,6,,0.00,6,Rain-Thunderstorm,178<br />
2011-7-1,31,28,26,26,25,24,94,81,66,1011,1010,1007,10,10,10,21,10,,0.00,6,Rain,135<br />
2011-7-2,32,29,27,26,25,24,89,81,62,1010,1009,1007,10,10,10,23,11,37,0.00,6,,137<br />
2011-7-3,31,28,26,26,26,25,94,84,70,1012,1010,1008,10,10,10,21,10,,0.00,6,,147<br />
2011-7-4,32,29,26,27,26,24,100,84,62,1012,1010,1008,10,10,9,19,6,,0.00,6,,150<br />
2011-7-5,32,30,28,26,26,25,89,81,66,1012,1010,1007,10,10,10,24,13,35,0.00,6,,150<br />
2011-7-6,32,30,28,26,25,24,84,78,66,1010,1009,1007,10,10,10,23,14,,0.00,6,,139<br />
2011-7-7,32,30,28,26,26,24,89,79,66,1011,1010,1008,10,10,10,23,13,,0.00,6,Thunderstorm,148<br />
2011-7-8,32,30,28,26,26,25,89,79,66,1012,1010,1008,10,10,10,23,11,,0.00,6,,160<br />
2011-7-9,32,29,27,26,25,24,89,79,66,1011,1009,1007,10,10,10,19,11,35,0.00,6,,179<br />
2011-7-10,33,30,27,26,26,23,94,83,63,1010,1008,1006,10,10,8,14,8,37,0.00,6,Rain-Thunderstorm,180<br />
2011-7-11,32,29,27,27,25,23,94,81,62,1009,1007,1005,10,9,6,16,6,,0.00,6,Rain,192<br />
2011-7-12,31,27,23,26,24,23,100,83,66,1009,1008,1006,10,10,4,19,10,37,0.00,5,Rain-Thunderstorm,185<br />
2011-7-13,32,29,27,26,25,24,94,79,62,1010,1008,1006,10,10,10,16,11,,0.00,6,,185<br />
2011-7-14,32,30,28,26,26,24,89,81,62,1010,1008,1006,10,10,10,16,13,,0.00,6,Rain,165<br />
2011-7-15,32,28,25,27,25,24,100,88,70,1012,1009,1008,10,9,5,21,10,40,0.00,6,Rain-Thunderstorm,159<br />
2011-7-16,29,27,24,25,24,23,94,84,70,1012,1010,1008,10,10,8,19,10,,0.00,6,Rain,203<br />
2011-7-17,32,29,26,26,24,22,94,80,62,1010,1009,1007,10,10,8,23,10,,0.00,6,Rain,157<br />
2011-7-18,32,29,26,26,25,23,94,80,62,1011,1009,1007,10,10,10,19,8,,0.00,6,,168<br />
2011-7-19,32,29,27,26,25,24,89,79,62,1011,1009,1007,10,10,10,19,13,,0.00,6,,178<br />
2011-7-20,32,29,27,26,25,23,94,79,59,1011,1009,1008,10,10,10,21,11,,0.00,6,,175<br />
2011-7-21,33,30,27,27,26,24,94,83,59,1011,1009,1007,10,10,10,13,10,,0.00,6,Rain-Thunderstorm,172<br />
2011-7-22,31,27,23,27,25,23,100,86,70,1011,1009,1006,10,10,2,21,10,39,0.00,6,Rain-Thunderstorm,160<br />
2011-7-23,32,28,25,26,24,24,94,81,66,1011,1009,1006,10,10,8,21,6,,0.00,6,,183<br />
2011-7-24,32,29,27,26,25,23,94,79,59,1010,1008,1006,10,10,10,19,11,,0.00,6,,170<br />
2011-7-25,31,27,23,26,24,22,100,83,66,1010,1009,1007,10,10,1,14,8,,0.00,6,Rain-Thunderstorm,177<br />
2011-7-26,31,29,27,27,26,24,94,84,70,1011,1010,1008,10,10,10,19,11,,0.00,5,,153<br />
2011-7-27,32,28,24,26,26,23,94,83,66,1012,1009,1007,10,10,3,14,10,,0.00,6,Rain,176<br />
2011-7-28,31,29,27,26,25,23,89,80,62,1010,1009,1007,10,10,10,19,13,35,0.00,6,,179<br />
2011-7-29,32,30,28,26,25,24,89,79,62,1010,1009,1007,10,10,10,26,14,,0.00,6,,175<br />
2011-7-30,31,29,27,26,25,24,94,78,66,1009,1008,1006,10,10,10,26,16,,0.00,6,,166<br />
2011-7-31,31,29,27,25,24,23,89,77,62,1010,1008,1006,10,10,10,24,18,,0.00,6,,162<br />
2011-8-1,31,29,27,25,24,24,89,78,66,1010,1008,1006,10,10,10,23,16,,0.00,6,,169<br />
2011-8-2,32,29,27,26,25,24,94,81,62,1011,1009,1008,10,10,8,24,13,,0.00,6,Rain,169<br />
2011-8-3,32,29,26,26,26,23,89,84,66,1012,1010,1008,10,10,9,21,10,,0.00,6,Rain-Thunderstorm,165<br />
2011-8-4,28,26,24,27,26,24,100,95,89,1012,1010,1009,10,8,4,13,3,,0.00,6,Rain-Thunderstorm,269<br />
